"anio","tipoInstitucion","institucion","uacad","carrera","titulo","gestion","nivel","estVarones","estMujeres","niVarones","niMujeres","reinsVarones","reinsMujeres","egVarones","egMujeres"
2010,"Universidad                                       ","Universidad CAECE","Departamento de Sistemas","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Privada                                           ","Grado               ",29,1,1,0,28,1,6,0
2010,"Universidad                                       ","Universidad Nacional de Córdoba","Facultad de Matemáticas, Astronomía y Física","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",497,128,123,38,374,90,12,1
2010,"Universidad                                       ","Universidad Nacional de Rosario","Facultad de Ciencias Exactas, Ingeniería y Agrimensura","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",260,38,55,5,205,33,20,0
2010,"Universidad                                       ","Universidad Nacional de Río Cuarto","Facultad de Ciencias Exactas, Físico-Químicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",216,43,51,11,165,32,9,2
2010,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",273,67,92,15,181,52,0,0
2010,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",261,92,82,17,179,75,2,3
2010,"Universidad                                       ","Universidad Nacional del Comahue","Facultad de Economía y Administración","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",227,71,64,13,163,58,3,3
2010,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias de la Computación","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",310,101,54,11,256,90,11,2
2010,"Universidad                                       ","Universidad de Buenos Aires","Facultad de Ciencias Exactas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",0,0,0,0,0,0,0,0
2011,"Universidad                                       ","Universidad CAECE","Departamento de Sistemas","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Privada                                           ","Grado               ",21,0,0,0,21,0,2,0
2011,"Universidad                                       ","Universidad Nacional de Córdoba","Facultad de Matemáticas, Astronomía y Física","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",540,123,160,40,380,83,10,1
2011,"Universidad                                       ","Universidad Nacional de Rosario","Facultad de Ciencias Exactas, Ingeniería y Agrimensura","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",257,35,55,9,202,26,20,1
2011,"Universidad                                       ","Universidad Nacional de Río Cuarto","Facultad de Ciencias Exactas, Físico-Químicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",212,36,56,3,156,33,9,2
2011,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",302,76,108,25,194,51,0,1
2011,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",225,72,54,6,171,66,3,3
2011,"Universidad                                       ","Universidad Nacional del Comahue","Facultad de Informática","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",280,81,92,23,188,58,0,3
2011,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias de la Computación","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",316,85,77,13,239,72,23,12
2011,"Universidad                                       ","Universidad de Buenos Aires","Facultad de Ciencias Exactas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",0,371,345,55,0,316,25,1
2012,"Universidad                                       ","Universidad CAECE","Departamento de Sistemas","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Privada                                           ","Grado               ",15,0,0,0,15,0,2,0
2012,"Universidad                                       ","Universidad Nacional de Córdoba","Facultad de Matemáticas, Astronomía y Física","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",574,132,157,38,417,94,13,0
2012,"Universidad                                       ","Universidad Nacional de Rosario","Facultad de Ciencias Exactas, Ingeniería y Agrimensura","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",257,45,76,10,181,35,14,3
2012,"Universidad                                       ","Universidad Nacional de Río Cuarto","Facultad de Ciencias Exactas, Físico-Químicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",209,39,58,9,151,30,2,0
2012,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",404,82,88,11,316,71,0,0
2012,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",159,66,16,9,143,57,5,6
2012,"Universidad                                       ","Universidad Nacional del Comahue","Facultad de Informática","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",299,84,92,23,207,61,11,1
2012,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias de la Computación","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",272,81,50,15,222,66,11,12
2012,"Universidad                                       ","Universidad de Buenos Aires","Facultad de Ciencias Exactas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",0,353,326,46,0,307,34,2
2013,"Universidad                                       ","Universidad CAECE","Departamento de Sistemas","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Privada                                           ","Grado               ",12,0,0,0,12,0,3,0
2013,"Universidad                                       ","Universidad Nacional de Córdoba","Facultad de Matemáticas, Astronomía y Física","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",574,121,150,28,424,93,29,1
2013,"Universidad                                       ","Universidad Nacional de Rosario","Facultad de Ciencias Exactas, Ingeniería y Agrimensura","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",273,42,54,10,219,32,5,1
2013,"Universidad                                       ","Universidad Nacional de Río Cuarto","Facultad de Ciencias Exactas, Físico-Químicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",201,38,34,6,167,32,13,0
2013,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",384,72,86,16,298,56,1,0
2013,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",167,53,31,8,136,45,9,3
2013,"Universidad                                       ","Universidad Nacional del Comahue","Facultad de Informática","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",449,107,236,43,213,64,5,1
2013,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias e Ingeniería de la Computación","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",223,67,24,9,199,58,13,6
2013,"Universidad                                       ","Universidad de Buenos Aires","Facultad de Ciencias Exactas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",0,339,260,42,0,297,30,3
2014,"Universidad                                       ","Universidad CAECE","Departamento de Sistemas","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Privada                                           ","Grado               ",1,0,0,0,1,0,1,0
2014,"Universidad                                       ","Universidad Nacional de Córdoba","Facultad de Matemáticas, Astronomía y Física","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",597,125,168,33,429,92,14,3
2014,"Universidad                                       ","Universidad Nacional de Rosario","Facultad de Ciencias Exactas, Ingeniería y Agrimensura","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",325,48,112,13,213,35,11,1
2014,"Universidad                                       ","Universidad Nacional de Río Cuarto","Facultad de Ciencias Exactas, Físico-Químicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",204,41,53,7,151,34,6,2
2014,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",382,62,78,11,304,51,5,1
2014,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",123,39,23,1,100,38,6,1
2014,"Universidad                                       ","Universidad Nacional del Comahue","Facultad de Informática","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",487,127,171,42,316,85,7,2
2014,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias e Ingeniería de la Computación","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",199,59,30,9,169,50,10,5
2014,"Universidad                                       ","Universidad de Buenos Aires","Facultad de Ciencias Exactas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",0,377,266,82,0,295,28,4
2015,"Universidad                                       ","Universidad CAECE","Departamento de Sistemas","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Privada                                           ","Grado               ",1,0,0,0,1,0,1,0
2015,"Universidad                                       ","Universidad Nacional de Córdoba","Facultad de Matemáticas, Astronomía y Física","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",615,132,152,42,463,90,11,1
2015,"Universidad                                       ","Universidad Nacional de Rosario","Facultad de Ciencias Exactas, Ingeniería y Agrimensura","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",323,46,79,6,244,40,6,1
2015,"Universidad                                       ","Universidad Nacional de Río Cuarto","Facultad de Ciencias Exactas, Físico-Químicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",207,36,46,5,161,31,12,2
2015,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",360,60,67,12,293,48,4,1
2015,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",124,31,23,2,101,29,3,3
2015,"Universidad                                       ","Universidad Nacional del Comahue","Facultad de Informática","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",466,116,125,24,341,92,4,3
2015,"Universidad                                       ","Universidad Nacional del Sur","Departamento de Ciencias e Ingeniería de la Computación","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",177,48,28,4,149,44,7,5
2015,"Universidad                                       ","Universidad de Buenos Aires","Facultad de Ciencias Exactas y Naturales","Computación, Sistemas e Informática","Licenciatura en Ciencias de la Computación","Estatal                                           ","Grado               ",0,279,288,44,0,235,15,7
2010,"Universidad                                       ","Universidad Católica de Salta","Facultad de Ingeniería e Informática","Computación, Sistemas e Informática","Programador Universitario","Privada                                           ","Pregrado            ",0,0,0,0,0,0,2,0
2010,"Universidad                                       ","Universidad Champagnat","Facultad de Informática","Computación, Sistemas e Informática","Programador Universitario","Privada                                           ","Pregrado            ",0,0,0,0,0,0,1,1
2010,"Universidad                                       ","Universidad Nacional de Jujuy","Facultad de Ingeniería","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",404,150,134,44,270,106,14,4
2010,"Universidad                                       ","Universidad Nacional de La Plata","Facultad de Informática","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",617,198,185,50,432,148,11,5
2010,"Universidad                                       ","Universidad Nacional de Luján","Rectorado","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,2,3
2010,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Programador Universitario","Estatal                                           ","Pregrado            ",20,5,0,0,20,5,13,3
2010,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,7,5
2010,"Universidad                                       ","Universidad Nacional de Santiago del Estero","Facultad de Ciencias  Exactas y Tecnológicas","Computación, Sistemas e Informática","Programador Universitario en Informática","Estatal                                           ","Pregrado            ",269,123,97,32,172,91,1,1
2010,"Universidad                                       ","Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Computación, Sistemas e Informática","Programador Universitario","Estatal                                           ","Pregrado            ",118,60,26,14,92,46,0,1
2010,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingenieria - Sede Puerto Madryn","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",77,12,23,7,54,5,3,2
2010,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Comodoro Rivadavia","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",113,46,25,7,88,39,6,3
2010,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Trelew","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",136,45,42,10,94,35,6,1
2010,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Ushuaia","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",23,3,0,0,23,3,2,0
2010,"Universidad                                       ","Universidad Nacional del Centro de la Provincia de Buenos Aires","Facultad de Ciencias Exactas","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,48,3
2010,"Universidad                                       ","Universidad Nacional del Nordeste","Facultad de Ciencias Exactas y Naturales y Agrimensura","Computación, Sistemas e Informática","Programador Universitario de Aplicaciones","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,25,23
2011,"Universidad                                       ","Universidad Católica de Salta","Facultad de Ingeniería","Computación, Sistemas e Informática","Programador Universitario","Privada                                           ","Pregrado            ",0,0,0,0,0,0,8,1
2011,"Universidad                                       ","Universidad Champagnat","Facultad de Informática","Computación, Sistemas e Informática","Programador Universitario","Privada                                           ","Pregrado            ",0,0,0,0,0,0,3,0
2011,"Universidad                                       ","Universidad Nacional de Jujuy","Facultad de Ingeniería","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",420,154,137,45,283,109,28,10
2011,"Universidad                                       ","Universidad Nacional de La Matanza","Departamento de Ingeniería e Investigaciones Tecnológicas","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,57,10
2011,"Universidad                                       ","Universidad Nacional de La Plata","Facultad de Informática","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",755,213,236,47,519,166,18,8
2011,"Universidad                                       ","Universidad Nacional de La Rioja","Sede La Rioja","Computación, Sistemas e Informática","Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,9,3
2011,"Universidad                                       ","Universidad Nacional de Luján","Rectorado","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,11,1
2011,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Programador Universitario","Estatal                                           ","Pregrado            ",4,7,0,0,4,7,3,2
2011,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,4,5
2011,"Universidad                                       ","Universidad Nacional de Santiago del Estero","Facultad de Ciencias  Exactas y Tecnológicas","Computación, Sistemas e Informática","Programador Universitario en Informática","Estatal                                           ","Pregrado            ",252,101,79,19,173,82,7,5
2011,"Universidad                                       ","Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Computación, Sistemas e Informática","Programador Universitario","Estatal                                           ","Pregrado            ",88,41,13,4,75,37,6,5
2011,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingenieria - Sede Puerto Madryn","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",71,7,14,3,57,4,0,1
2011,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Comodoro Rivadavia","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",96,43,24,16,72,27,7,3
2011,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Trelew","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",119,33,18,3,101,30,4,2
2011,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Ushuaia","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",30,3,2,0,28,3,3,0
2011,"Universidad                                       ","Universidad Nacional del Centro de la Provincia de Buenos Aires","Facultad de Ciencias Exactas","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,48,11
2011,"Universidad                                       ","Universidad Nacional del Nordeste","Facultad de Ciencias Exactas y Naturales y Agrimensura","Computación, Sistemas e Informática","Programador Universitario de Aplicaciones","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,26,19
2011,"Universidad                                       ","Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino","Facultad de Ingeniería","Computación, Sistemas e Informática","Programador Universitario","Privada                                           ","Pregrado            ",0,0,0,0,0,0,7,0
2012,"Universidad                                       ","Universidad Católica de Salta","Facultad de Ingeniería","Computación, Sistemas e Informática","Programador Universitario","Privada                                           ","Pregrado            ",0,0,0,0,0,0,0,4
2012,"Universidad                                       ","Universidad Nacional José C. Paz","Secretaría Académica","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",172,64,172,64,0,0,0,0
2012,"Universidad                                       ","Universidad Nacional de Jujuy","Facultad de Ingeniería","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",435,140,122,27,313,113,15,1
2012,"Universidad                                       ","Universidad Nacional de La Matanza","Departamento de Ingeniería e Investigaciones Tecnológicas","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,59,6
2012,"Universidad                                       ","Universidad Nacional de La Plata","Facultad de Informática","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",783,181,267,53,516,128,44,10
2012,"Universidad                                       ","Universidad Nacional de Lanús","Departamento de Desarrollo Productivo y Tecnológico","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,1,0
2012,"Universidad                                       ","Universidad Nacional de Luján","Rectorado","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,6,3
2012,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Programador Universitario","Estatal                                           ","Pregrado            ",20,13,0,0,20,13,1,6
2012,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,6,0
2012,"Universidad                                       ","Universidad Nacional de Santiago del Estero","Facultad de Ciencias  Exactas y Tecnológicas","Computación, Sistemas e Informática","Programador Universitario en Informática","Estatal                                           ","Pregrado            ",205,84,58,8,147,76,1,3
2012,"Universidad                                       ","Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Computación, Sistemas e Informática","Programador Universitario","Estatal                                           ","Pregrado            ",103,33,18,5,85,28,0,1
2012,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingenieria - Sede Puerto Madryn","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",66,5,17,2,49,3,3,0
2012,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Comodoro Rivadavia","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",104,43,24,9,80,34,4,2
2012,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Trelew","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",88,20,16,2,72,18,6,2
2012,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Ushuaia","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",6,1,0,0,6,1,0,0
2012,"Universidad                                       ","Universidad Nacional del Centro de la Provincia de Buenos Aires","Facultad de Ciencias Exactas","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,45,8
2012,"Universidad                                       ","Universidad Nacional del Nordeste","Facultad de Ciencias Exactas y Naturales y Agrimensura","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,1,0
2012,"Universidad                                       ","Universidad Nacional del Nordeste","Facultad de Ciencias Exactas y Naturales y Agrimensura","Computación, Sistemas e Informática","Programador Universitario de Aplicaciones","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,30,15
2012,"Universidad                                       ","Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino","Facultad de Ingeniería","Computación, Sistemas e Informática","Programador Universitario","Privada                                           ","Pregrado            ",0,0,0,0,0,0,6,3
2013,"Universidad                                       ","Universidad Champagnat","Facultad de Informática","Computación, Sistemas e Informática","Programador Universitario","Privada                                           ","Pregrado            ",0,0,0,0,0,0,1,0
2013,"Universidad                                       ","Universidad Nacional José C. Paz","Secretaría Académica","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",172,64,172,64,0,0,0,0
2013,"Universidad                                       ","Universidad Nacional de Jujuy","Facultad de Ingeniería","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",460,143,95,27,365,116,16,8
2013,"Universidad                                       ","Universidad Nacional de La Matanza","Departamento de Ingeniería e Investigaciones Tecnológicas","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,39,5
2013,"Universidad                                       ","Universidad Nacional de La Plata","Facultad de Informática","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",839,197,218,45,621,152,45,12
2013,"Universidad                                       ","Universidad Nacional de Lanús","Departamento de Desarrollo Productivo y Tecnológico","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,2,0
2013,"Universidad                                       ","Universidad Nacional de Luján","Rectorado","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,14,1
2013,"Universidad                                       ","Universidad Nacional de San Juan","Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática","Programador Universitario","Estatal                                           ","Pregrado            ",14,6,0,0,14,6,2,1
2013,"Universidad                                       ","Universidad Nacional de San Luis","Facultad de Cs. Físico-Matemáticas y Naturales","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,4,5
2013,"Universidad                                       ","Universidad Nacional de Santiago del Estero","Facultad de Ciencias  Exactas y Tecnológicas","Computación, Sistemas e Informática","Programador Universitario en Informática","Estatal                                           ","Pregrado            ",232,80,80,19,152,61,4,3
2013,"Universidad                                       ","Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Computación, Sistemas e Informática","Programador Universitario","Estatal                                           ","Pregrado            ",120,39,24,7,96,32,3,1
2013,"Universidad                                       ","Universidad Nacional de Villa Mercedes","Escuela de Ingenieria","Computación, Sistemas e Informática","Programador Universitario de Sistemas","Estatal                                           ","Pregrado            ",25,6,25,6,0,0,0,0
2013,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingenieria - Sede Puerto Madryn","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",65,3,18,0,47,3,0,0
2013,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Comodoro Rivadavia","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",115,37,34,5,81,32,5,1
2013,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Trelew","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",102,26,21,4,81,22,7,2
2013,"Universidad                                       ","Universidad Nacional de la Patagonia San Juan Bosco","Facultad de Ingeniería - Sede Ushuaia","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",12,2,0,0,12,2,1,1
2013,"Universidad                                       ","Universidad Nacional del Centro de la Provincia de Buenos Aires","Facultad de Ciencias Exactas","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,61,9
2013,"Universidad                                       ","Universidad Nacional del Nordeste","Facultad de Ciencias Exactas y Naturales y Agrimensura","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,5,1
2013,"Universidad                                       ","Universidad Nacional del Nordeste","Facultad de Ciencias Exactas y Naturales y Agrimensura","Computación, Sistemas e Informática","Programador Universitario de Aplicaciones","Estatal                                           ","Pregrado            ",0,0,0,0,0,0,31,11
2014,"Universidad                                       ","Universidad Católica de Salta","Facultad de Ingeniería","Computación, Sistemas e Informática","Programador Universitario","Privada                                           ","Pregrado            ",0,0,0,0,0,0,1,0
2014,"Universidad                                       ","Universidad Nacional José C. Paz","Departamento de Economía, Producción e Innovación Tecnológica","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",74,16,34,7,40,9,1,0
2014,"Universidad                                       ","Universidad Nacional de Jujuy","Facultad de Ingeniería","Computación, Sistemas e Informática","Analista Programador Universitario","Estatal                                           ","Pregrado            ",436,129,99,28,337,101,17,11
